Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-02-28 00:00:00+01:00,9402.1396484375,9407.4599609375,9345.58984375,9388.9404296875,65499700,0.0,0.0
2019-03-01 00:00:00+01:00,9431.830078125,9456.0400390625,9401.5595703125,9412.01953125,55549500,0.0,0.0
2019-03-04 00:00:00+01:00,9431.7001953125,9440.099609375,9393.4501953125,9394.0498046875,62910900,0.0,0.0
2019-03-05 00:00:00+01:00,9358.9501953125,9417.6201171875,9336.9296875,9399.150390625,75760900,0.0,0.0
2019-03-06 00:00:00+01:00,9396.0703125,9421.0400390625,9363.26953125,9403.16015625,54850900,0.0,0.0
2019-03-07 00:00:00+01:00,9350.580078125,9403.48046875,9284.3603515625,9324.580078125,72802100,0.0,0.0
2019-03-08 00:00:00+01:00,9287.1201171875,9306.0595703125,9228.8603515625,9268.3603515625,57431900,0.0,0.0
2019-03-11 00:00:00+01:00,9308.75,9350.4599609375,9260.8603515625,9341.349609375,48133400,0.0,0.0
2019-03-12 00:00:00+01:00,9366.1904296875,9366.5498046875,9302.8896484375,9331.6201171875,49389600,0.0,0.0
2019-03-13 00:00:00+01:00,9321.08984375,9387.7001953125,9310.2802734375,9387.4296875,39474600,0.0,0.0
2019-03-14 00:00:00+01:00,9404.9404296875,9498.48046875,9404.9404296875,9481.900390625,51882600,0.0,0.0
2019-03-15 00:00:00+01:00,9494.7197265625,9509.8603515625,9452.4404296875,9483.099609375,153108800,0.0,0.0
2019-03-18 00:00:00+01:00,9475.580078125,9499.41015625,9460.9404296875,9496.9296875,50908700,0.0,0.0
2019-03-19 00:00:00+01:00,9516.25,9582.91015625,9511.1103515625,9525.919921875,50837800,0.0,0.0
2019-03-20 00:00:00+01:00,9494.080078125,9500.6904296875,9429.1298828125,9463.3203125,65289000,0.0,0.0
2019-03-21 00:00:00+01:00,9416.7001953125,9458.650390625,9394.7099609375,9454.0498046875,54811600,0.0,0.0
2019-03-22 00:00:00+01:00,9462.0,9482.580078125,9313.5595703125,9319.419921875,75516300,0.0,0.0
2019-03-25 00:00:00+01:00,9272.419921875,9333.1298828125,9263.0400390625,9305.5,54248300,0.0,0.0
2019-03-26 00:00:00+01:00,9322.83984375,9404.1796875,9308.73046875,9389.2998046875,51340400,0.0,0.0
2019-03-27 00:00:00+01:00,9404.66015625,9441.0400390625,9321.5595703125,9390.58984375,62909100,0.0,0.0
2019-03-28 00:00:00+01:00,9396.2001953125,9454.650390625,9395.76953125,9405.9296875,43314100,0.0,0.0
2019-03-29 00:00:00+01:00,9443.3603515625,9482.5498046875,9426.099609375,9477.83984375,62036000,0.0,0.0
2019-04-01 00:00:00+02:00,9513.1201171875,9554.73046875,9495.6396484375,9538.1103515625,53848500,0.0,0.0
2019-04-02 00:00:00+02:00,9528.099609375,9550.6904296875,9509.3896484375,9536.5703125,42939800,0.0,0.0
2019-04-03 00:00:00+02:00,9556.66015625,9570.08984375,9495.650390625,9570.08984375,62720200,0.0,0.0
2019-04-04 00:00:00+02:00,9545.0703125,9568.0,9536.83984375,9563.7099609375,46863500,0.0,0.0
2019-04-05 00:00:00+02:00,9557.0703125,9571.6904296875,9518.1396484375,9541.150390625,45170500,0.0,0.0
2019-04-08 00:00:00+02:00,9532.23046875,9573.6201171875,9513.099609375,9547.330078125,39827700,0.0,0.0
2019-04-09 00:00:00+02:00,9530.009765625,9628.7998046875,9524.9501953125,9582.2197265625,84118800,0.0,0.0
2019-04-10 00:00:00+02:00,9558.1904296875,9581.6904296875,9524.2900390625,9556.3095703125,57050800,0.0,0.0
2019-04-11 00:00:00+02:00,9543.259765625,9597.3798828125,9522.01953125,9549.259765625,59997500,0.0,0.0
2019-04-12 00:00:00+02:00,9535.3798828125,9548.9404296875,9442.6103515625,9484.91015625,83929500,0.0,0.0
2019-04-15 00:00:00+02:00,9462.0498046875,9539.9501953125,9461.1904296875,9513.7099609375,60089700,0.0,0.0
2019-04-16 00:00:00+02:00,9533.75,9595.9697265625,9530.4501953125,9579.849609375,62801800,0.0,0.0
2019-04-17 00:00:00+02:00,9601.23046875,9628.41015625,9571.08984375,9596.599609375,91309900,0.0,0.0
2019-04-18 00:00:00+02:00,9616.98046875,9623.1298828125,9543.1396484375,9571.2197265625,71898700,0.0,0.0
2019-04-23 00:00:00+02:00,9563.8095703125,9653.8798828125,9542.9501953125,9635.0703125,66495200,0.0,0.0
2019-04-24 00:00:00+02:00,9672.3603515625,9704.5302734375,9646.759765625,9655.669921875,67916300,0.0,0.0
2019-04-25 00:00:00+02:00,9695.16015625,9695.4501953125,9644.7197265625,9694.0595703125,65882400,0.0,0.0
2019-04-26 00:00:00+02:00,9710.2001953125,9724.26953125,9675.919921875,9724.26953125,49815000,0.0,0.0
2019-04-29 00:00:00+02:00,9719.0498046875,9752.919921875,9701.83984375,9740.48046875,51493600,0.0,0.0
2019-04-30 00:00:00+02:00,9744.259765625,9785.5703125,9741.66015625,9769.740234375,60735100,0.0,0.0
2019-05-02 00:00:00+02:00,9777.900390625,9784.26953125,9745.4404296875,9746.0595703125,61245900,0.0,0.0
2019-05-03 00:00:00+02:00,9737.8896484375,9786.509765625,9731.48046875,9741.990234375,59121300,0.0,0.0
2019-05-06 00:00:00+02:00,9619.2197265625,9657.240234375,9560.849609375,9657.240234375,56403600,0.0,0.0
2019-05-07 00:00:00+02:00,9658.1396484375,9685.58984375,9562.9501953125,9577.3798828125,55908000,0.0,0.0
2019-05-08 00:00:00+02:00,9567.0400390625,9628.66015625,9536.240234375,9621.9599609375,49270900,0.0,0.0
2019-05-09 00:00:00+02:00,9592.3798828125,9592.3798828125,9422.3701171875,9430.2998046875,72926100,0.0,0.0
2019-05-10 00:00:00+02:00,9515.3798828125,9545.0595703125,9451.1796875,9472.830078125,54576200,0.0,0.0
2019-05-13 00:00:00+02:00,9475.5302734375,9475.5703125,9319.990234375,9363.1796875,65223900,0.0,0.0
2019-05-14 00:00:00+02:00,9413.6904296875,9429.41015625,9363.759765625,9404.080078125,48248400,0.0,0.0
2019-05-15 00:00:00+02:00,9428.8095703125,9480.759765625,9361.3896484375,9480.759765625,58888300,0.0,0.0
2019-05-16 00:00:00+02:00,9492.2099609375,9660.58984375,9467.8798828125,9660.58984375,61698600,0.0,0.0
2019-05-17 00:00:00+02:00,9631.1103515625,9671.16015625,9600.9599609375,9659.080078125,57235600,0.0,0.0
2019-05-20 00:00:00+02:00,9641.16015625,9666.3896484375,9536.0400390625,9582.080078125,50797700,0.0,0.0
2019-05-21 00:00:00+02:00,9621.01953125,9636.2099609375,9594.5,9624.16015625,40549800,0.0,0.0
2019-05-22 00:00:00+02:00,9610.0498046875,9649.76953125,9563.5400390625,9645.0400390625,42937800,0.0,0.0
2019-05-23 00:00:00+02:00,9609.51953125,9623.599609375,9563.7197265625,9594.3095703125,59957200,0.0,0.0
2019-05-24 00:00:00+02:00,9620.900390625,9688.8603515625,9619.599609375,9666.8896484375,40656100,0.0,0.0
2019-05-27 00:00:00+02:00,9723.1298828125,9754.5302734375,9710.3701171875,9712.9599609375,25284500,0.0,0.0
2019-05-28 00:00:00+02:00,9714.91015625,9721.009765625,9643.4697265625,9680.8701171875,60624800,0.0,0.0
2019-05-29 00:00:00+02:00,9602.2197265625,9606.900390625,9530.330078125,9541.9697265625,55799200,0.0,0.0
2019-05-31 00:00:00+02:00,9510.9599609375,9544.099609375,9463.6298828125,9523.98046875,58232700,0.0,0.0
2019-06-03 00:00:00+02:00,9466.0400390625,9602.73046875,9439.0595703125,9602.73046875,56935900,0.0,0.0
2019-06-04 00:00:00+02:00,9558.759765625,9646.33984375,9553.66015625,9597.7099609375,63097700,0.0,0.0
2019-06-05 00:00:00+02:00,9582.330078125,9672.8203125,9579.4296875,9658.6201171875,49675300,0.0,0.0
2019-06-06 00:00:00+02:00,9666.9599609375,9757.8095703125,9665.91015625,9682.2900390625,47576600,0.0,0.0
2019-06-07 00:00:00+02:00,9716.98046875,9781.3896484375,9686.2197265625,9749.1298828125,46683400,0.0,0.0
2019-06-11 00:00:00+02:00,9764.1201171875,9871.4404296875,9763.9599609375,9835.8701171875,57566600,0.0,0.0
2019-06-12 00:00:00+02:00,9785.4697265625,9882.400390625,9778.3896484375,9859.73046875,49192100,0.0,0.0
2019-06-13 00:00:00+02:00,9845.6904296875,9906.76953125,9841.2998046875,9861.830078125,41441900,0.0,0.0
2019-06-14 00:00:00+02:00,9825.2197265625,9861.759765625,9808.5302734375,9847.6103515625,47055100,0.0,0.0
2019-06-17 00:00:00+02:00,9867.099609375,9874.6298828125,9819.4697265625,9851.5703125,38300700,0.0,0.0
2019-06-18 00:00:00+02:00,9839.4404296875,10011.3896484375,9815.75,9988.5498046875,62435200,0.0,0.0
2019-06-19 00:00:00+02:00,9969.2900390625,9979.6201171875,9935.169921875,9961.650390625,46132100,0.0,0.0
2019-06-20 00:00:00+02:00,10015.6904296875,10062.650390625,9978.33984375,9978.51953125,58971000,0.0,0.0
2019-06-21 00:00:00+02:00,9970.5,9990.240234375,9915.6201171875,9922.830078125,109659100,0.0,0.0
2019-06-24 00:00:00+02:00,9951.4404296875,9973.5498046875,9884.669921875,9898.849609375,51788200,0.0,0.0
2019-06-25 00:00:00+02:00,9871.7802734375,9939.4296875,9869.01953125,9898.900390625,43607800,0.0,0.0
2019-06-26 00:00:00+02:00,9861.7802734375,9916.580078125,9835.6103515625,9838.1298828125,48162900,0.0,0.0
2019-06-27 00:00:00+02:00,9846.8701171875,9889.9697265625,9822.740234375,9859.759765625,51520400,0.0,0.0
2019-06-28 00:00:00+02:00,9840.2001953125,9901.5703125,9817.7197265625,9898.240234375,46793000,0.0,0.0
2019-07-01 00:00:00+02:00,9990.9404296875,10022.8896484375,9955.5,9970.0,58318700,0.0,0.0
2019-07-02 00:00:00+02:00,9982.51953125,10055.0400390625,9978.9404296875,10020.9296875,55489100,0.0,0.0
2019-07-03 00:00:00+02:00,10030.7900390625,10091.48046875,10027.509765625,10066.5302734375,51988800,0.0,0.0
2019-07-04 00:00:00+02:00,10080.4501953125,10087.83984375,10047.7900390625,10066.48046875,35178900,0.0,0.0
2019-07-05 00:00:00+02:00,10071.7001953125,10071.7001953125,9968.2099609375,9980.2197265625,65809600,0.0,0.0
2019-07-08 00:00:00+02:00,9948.759765625,9996.8798828125,9944.990234375,9994.099609375,52184500,0.0,0.0
2019-07-09 00:00:00+02:00,9974.0498046875,9983.240234375,9908.9697265625,9961.33984375,60658600,0.0,0.0
2019-07-10 00:00:00+02:00,9927.490234375,10003.6396484375,9905.509765625,9937.5595703125,89053800,0.0,0.0
2019-07-11 00:00:00+02:00,9942.830078125,9956.8798828125,9866.5498046875,9879.5302734375,59856600,0.0,0.0
2019-07-12 00:00:00+02:00,9870.509765625,9886.3798828125,9762.1103515625,9762.98046875,94546800,0.0,0.0
2019-07-15 00:00:00+02:00,9769.23046875,9828.2802734375,9733.490234375,9808.580078125,51699600,0.0,0.0
2019-07-16 00:00:00+02:00,9805.830078125,9869.240234375,9804.08984375,9850.51953125,62131000,0.0,0.0
2019-07-17 00:00:00+02:00,9862.0302734375,9995.3603515625,9862.01953125,9942.009765625,61604400,0.0,0.0
2019-07-18 00:00:00+02:00,9912.1103515625,10041.8603515625,9898.0,10010.150390625,66181300,0.0,0.0
2019-07-19 00:00:00+02:00,10042.0498046875,10048.3896484375,9920.0595703125,9937.0302734375,55910400,0.0,0.0
2019-07-22 00:00:00+02:00,9926.1796875,9952.16015625,9899.3798828125,9922.3701171875,45152600,0.0,0.0
2019-07-23 00:00:00+02:00,9965.8203125,9998.8203125,9930.4501953125,9965.150390625,67588500,0.0,0.0
2019-07-24 00:00:00+02:00,9973.8701171875,9976.1103515625,9875.3603515625,9907.6796875,85622400,0.0,0.0
2019-07-25 00:00:00+02:00,9944.8095703125,10015.3203125,9847.3203125,9877.0302734375,89753600,0.0,0.0
2019-07-26 00:00:00+02:00,9886.669921875,10001.66015625,9881.009765625,9968.080078125,69659300,0.0,0.0
2019-07-29 00:00:00+02:00,9936.0302734375,10000.5498046875,9916.3603515625,9970.8701171875,50418000,0.0,0.0
2019-07-30 00:00:00+02:00,9963.1103515625,9972.1201171875,9842.58984375,9890.900390625,74812200,0.0,0.0
2019-07-31 00:00:00+02:00,9885.75,9958.009765625,9863.9599609375,9919.26953125,81022300,0.0,0.0
2019-08-02 00:00:00+02:00,9767.7900390625,9873.400390625,9743.830078125,9803.6904296875,115259400,0.0,0.0
2019-08-05 00:00:00+02:00,9714.7900390625,9739.4697265625,9563.48046875,9599.4296875,78247900,0.0,0.0
2019-08-06 00:00:00+02:00,9565.6103515625,9650.66015625,9549.080078125,9553.8798828125,74908800,0.0,0.0
2019-08-07 00:00:00+02:00,9549.9296875,9651.6904296875,9464.41015625,9533.98046875,91392700,0.0,0.0
2019-08-08 00:00:00+02:00,9656.0302734375,9757.419921875,9626.98046875,9751.5498046875,67014600,0.0,0.0
2019-08-09 00:00:00+02:00,9745.0302734375,9804.7001953125,9728.7900390625,9749.919921875,63210100,0.0,0.0
2019-08-12 00:00:00+02:00,9801.7001953125,9862.9697265625,9747.7900390625,9760.01953125,75375200,0.0,0.0
2019-08-13 00:00:00+02:00,9729.509765625,9827.73046875,9641.25,9786.240234375,92342000,0.0,0.0
2019-08-14 00:00:00+02:00,9801.9697265625,9806.5,9599.6201171875,9628.48046875,99175200,0.0,0.0
2019-08-15 00:00:00+02:00,9654.23046875,9667.3896484375,9515.400390625,9606.259765625,84930700,0.0,0.0
2019-08-16 00:00:00+02:00,9637.25,9744.4599609375,9630.9697265625,9728.3896484375,68603400,0.0,0.0
2019-08-19 00:00:00+02:00,9783.330078125,9856.330078125,9771.6396484375,9825.58984375,58721900,0.0,0.0
2019-08-20 00:00:00+02:00,9817.349609375,9861.8701171875,9768.349609375,9770.3896484375,54904100,0.0,0.0
2019-08-21 00:00:00+02:00,9782.419921875,9883.080078125,9782.330078125,9848.1103515625,47887800,0.0,0.0
2019-08-22 00:00:00+02:00,9827.6103515625,9869.7900390625,9774.330078125,9805.5,49056400,0.0,0.0
2019-08-23 00:00:00+02:00,9842.48046875,9882.25,9735.2900390625,9744.98046875,51072000,0.0,0.0
2019-08-26 00:00:00+02:00,9724.0,9768.349609375,9658.0,9715.830078125,43437800,0.0,0.0
2019-08-27 00:00:00+02:00,9707.099609375,9798.1796875,9685.6904296875,9786.080078125,53515900,0.0,0.0
2019-08-28 00:00:00+02:00,9761.2099609375,9772.7099609375,9670.26953125,9758.1904296875,46500600,0.0,0.0
2019-08-29 00:00:00+02:00,9736.2197265625,9848.7099609375,9728.7900390625,9838.48046875,51929000,0.0,0.0
2019-08-30 00:00:00+02:00,9868.76953125,9941.330078125,9861.3798828125,9895.650390625,67185200,0.0,0.0
2019-09-02 00:00:00+02:00,9903.9404296875,9957.150390625,9894.9404296875,9924.5400390625,37356900,0.0,0.0
2019-09-03 00:00:00+02:00,9886.2197265625,9900.8798828125,9829.2802734375,9852.7001953125,49669200,0.0,0.0
2019-09-04 00:00:00+02:00,9934.8701171875,9980.1396484375,9893.98046875,9894.599609375,52317100,0.0,0.0
2019-09-05 00:00:00+02:00,9942.91015625,10016.26953125,9897.9599609375,9983.0703125,72389200,0.0,0.0
2019-09-06 00:00:00+02:00,9993.98046875,10076.4697265625,9983.4599609375,10073.8203125,59429100,0.0,0.0
2019-09-09 00:00:00+02:00,10093.6396484375,10109.2900390625,10050.6796875,10059.3701171875,64357000,0.0,0.0
2019-09-10 00:00:00+02:00,10024.849609375,10031.5,9956.1103515625,10020.48046875,125275600,0.0,0.0
2019-09-11 00:00:00+02:00,10064.33984375,10098.9296875,10041.990234375,10098.58984375,79403300,0.0,0.0
2019-09-12 00:00:00+02:00,10105.169921875,10140.9296875,10057.1201171875,10094.08984375,81372000,0.0,0.0
2019-09-13 00:00:00+02:00,10130.4501953125,10131.1298828125,10033.330078125,10047.33984375,72238900,0.0,0.0
2019-09-16 00:00:00+02:00,9965.1396484375,10012.66015625,9964.1103515625,9969.1904296875,61278000,0.0,0.0
2019-09-17 00:00:00+02:00,9960.900390625,10025.01953125,9944.599609375,10013.8203125,61007400,0.0,0.0
2019-09-18 00:00:00+02:00,9982.4697265625,10037.9697265625,9982.240234375,10018.83984375,51719600,0.0,0.0
2019-09-19 00:00:00+02:00,10022.330078125,10070.6396484375,9993.9296875,10064.4599609375,65290500,0.0,0.0
2019-09-20 00:00:00+02:00,10114.1796875,10114.1796875,10056.099609375,10056.830078125,132781100,0.0,0.0
2019-09-23 00:00:00+02:00,10046.400390625,10046.83984375,9957.8203125,9997.3896484375,59763700,0.0,0.0
2019-09-24 00:00:00+02:00,10019.01953125,10044.8603515625,9977.7802734375,9991.3095703125,59510500,0.0,0.0
2019-09-25 00:00:00+02:00,9926.2001953125,9934.98046875,9837.2001953125,9914.8203125,80012100,0.0,0.0
2019-09-26 00:00:00+02:00,9907.2099609375,10032.6904296875,9906.33984375,10010.7099609375,60579300,0.0,0.0
2019-09-27 00:00:00+02:00,10055.5498046875,10071.4599609375,10020.4404296875,10037.8095703125,51008400,0.0,0.0
2019-09-30 00:00:00+02:00,10028.4501953125,10087.849609375,10012.900390625,10078.3203125,54900100,0.0,0.0
2019-10-01 00:00:00+02:00,10101.5302734375,10124.2197265625,9928.66015625,9952.5,70981300,0.0,0.0
2019-10-02 00:00:00+02:00,9930.2998046875,9931.599609375,9753.08984375,9757.2802734375,90683600,0.0,0.0
2019-10-03 00:00:00+02:00,9762.490234375,9796.5,9682.3603515625,9760.4404296875,74670000,0.0,0.0
2019-10-04 00:00:00+02:00,9793.3798828125,9842.2001953125,9749.48046875,9827.7197265625,57993300,0.0,0.0
2019-10-07 00:00:00+02:00,9849.080078125,9931.1298828125,9829.2001953125,9914.0595703125,49919700,0.0,0.0
2019-10-08 00:00:00+02:00,9904.1298828125,9922.3701171875,9779.4501953125,9800.240234375,65556200,0.0,0.0
2019-10-09 00:00:00+02:00,9792.7001953125,9880.6796875,9777.919921875,9830.0498046875,52556600,0.0,0.0
2019-10-10 00:00:00+02:00,9832.0595703125,9914.5595703125,9796.6904296875,9903.01953125,59297000,0.0,0.0
2019-10-11 00:00:00+02:00,9913.3701171875,10027.8701171875,9906.830078125,10017.3896484375,67320800,0.0,0.0
2019-10-14 00:00:00+02:00,9947.2998046875,9976.5595703125,9893.6298828125,9964.240234375,46697200,0.0,0.0
2019-10-15 00:00:00+02:00,10014.8603515625,10076.349609375,9970.099609375,10048.75,52684400,0.0,0.0
2019-10-16 00:00:00+02:00,10071.490234375,10082.16015625,10000.9296875,10032.490234375,55178900,0.0,0.0
2019-10-17 00:00:00+02:00,10023.990234375,10096.48046875,10002.650390625,10008.9404296875,57861900,0.0,0.0
2019-10-18 00:00:00+02:00,9991.330078125,10015.509765625,9958.3203125,9965.490234375,55178600,0.0,0.0
2019-10-21 00:00:00+02:00,9969.3701171875,10026.009765625,9955.099609375,9991.419921875,65933000,0.0,0.0
2019-10-22 00:00:00+02:00,9982.8095703125,10027.1904296875,9934.5400390625,10017.349609375,67335700,0.0,0.0
2019-10-23 00:00:00+02:00,9989.9599609375,10053.7802734375,9988.2802734375,10023.51953125,73891900,0.0,0.0
2019-10-24 00:00:00+02:00,10051.2802734375,10115.51953125,10050.0400390625,10106.5302734375,69041600,0.0,0.0
2019-10-25 00:00:00+02:00,10117.580078125,10197.08984375,10107.6298828125,10197.08984375,57995200,0.0,0.0
2019-10-28 00:00:00+01:00,10190.169921875,10254.6396484375,10185.0703125,10231.7998046875,62734200,0.0,0.0
2019-10-29 00:00:00+01:00,10209.75,10260.6904296875,10199.6796875,10257.6904296875,60351700,0.0,0.0
2019-10-30 00:00:00+01:00,10253.6201171875,10269.9501953125,10215.419921875,10254.9501953125,67396500,0.0,0.0
2019-10-31 00:00:00+01:00,10263.4599609375,10287.830078125,10206.26953125,10219.8203125,71388200,0.0,0.0
2019-11-01 00:00:00+01:00,10235.5595703125,10279.5302734375,10223.7998046875,10252.240234375,53745800,0.0,0.0
2019-11-04 00:00:00+01:00,10272.9404296875,10353.5302734375,10259.8603515625,10337.0703125,70201100,0.0,0.0
2019-11-05 00:00:00+01:00,10323.2099609375,10327.6298828125,10266.7900390625,10272.98046875,68415700,0.0,0.0
2019-11-06 00:00:00+01:00,10259.2802734375,10327.759765625,10252.8203125,10318.099609375,67010700,0.0,0.0
2019-11-07 00:00:00+01:00,10347.0400390625,10356.0400390625,10290.849609375,10326.7802734375,61925200,0.0,0.0
2019-11-08 00:00:00+01:00,10308.0,10329.1103515625,10276.7197265625,10309.23046875,56252500,0.0,0.0
2019-11-11 00:00:00+01:00,10310.9697265625,10335.7802734375,10275.9599609375,10305.26953125,42384300,0.0,0.0
2019-11-12 00:00:00+01:00,10306.099609375,10326.3798828125,10282.4404296875,10314.16015625,52831300,0.0,0.0
2019-11-13 00:00:00+01:00,10278.4404296875,10314.1103515625,10231.7802734375,10299.2197265625,52778300,0.0,0.0
2019-11-14 00:00:00+01:00,10299.0400390625,10311.919921875,10229.25,10233.23046875,48452900,0.0,0.0
2019-11-15 00:00:00+01:00,10314.669921875,10335.9599609375,10269.6298828125,10310.1201171875,53446900,0.0,0.0
2019-11-18 00:00:00+01:00,10316.9296875,10381.0302734375,10311.6298828125,10347.1796875,48636400,0.0,0.0
2019-11-19 00:00:00+01:00,10370.66015625,10428.5703125,10348.0,10366.01953125,55250300,0.0,0.0
2019-11-20 00:00:00+01:00,10347.990234375,10385.9501953125,10319.169921875,10385.740234375,54011300,0.0,0.0
2019-11-21 00:00:00+01:00,10322.3896484375,10360.2099609375,10285.9404296875,10338.349609375,53783200,0.0,0.0
2019-11-22 00:00:00+01:00,10367.490234375,10419.759765625,10351.0498046875,10369.4404296875,65832300,0.0,0.0
2019-11-25 00:00:00+01:00,10424.9501953125,10472.9404296875,10416.7001953125,10468.6201171875,53872100,0.0,0.0
2019-11-26 00:00:00+01:00,10479.740234375,10537.759765625,10471.080078125,10506.9296875,74432400,0.0,0.0
2019-11-27 00:00:00+01:00,10531.6796875,10544.0400390625,10501.169921875,10529.259765625,47103800,0.0,0.0
2019-11-28 00:00:00+01:00,10512.099609375,10538.990234375,10503.73046875,10529.1396484375,27274900,0.0,0.0
2019-11-29 00:00:00+01:00,10491.6396484375,10527.8095703125,10481.58984375,10493.240234375,40064300,0.0,0.0
2019-12-02 00:00:00+01:00,10498.599609375,10551.509765625,10336.3203125,10348.4404296875,60822800,0.0,0.0
2019-12-03 00:00:00+01:00,10371.9404296875,10380.6796875,10221.509765625,10232.9296875,75714300,0.0,0.0
2019-12-04 00:00:00+01:00,10245.4697265625,10344.26953125,10237.6201171875,10334.5595703125,54670800,0.0,0.0
2019-12-05 00:00:00+01:00,10362.7802734375,10438.6904296875,10353.9697265625,10363.5,43477300,0.0,0.0
2019-12-06 00:00:00+01:00,10378.8603515625,10472.0595703125,10376.2099609375,10463.8798828125,42986400,0.0,0.0
2019-12-09 00:00:00+01:00,10449.83984375,10488.6396484375,10433.6298828125,10434.8896484375,38599700,0.0,0.0
2019-12-10 00:00:00+01:00,10416.5703125,10418.599609375,10295.580078125,10390.5302734375,55278400,0.0,0.0
2019-12-11 00:00:00+01:00,10374.599609375,10416.41015625,10341.1904296875,10405.3095703125,46306000,0.0,0.0
2019-12-12 00:00:00+01:00,10403.349609375,10492.349609375,10375.5595703125,10451.3603515625,68554200,0.0,0.0
2019-12-13 00:00:00+01:00,10465.009765625,10507.9501953125,10424.580078125,10429.26953125,84748400,0.0,0.0
2019-12-16 00:00:00+01:00,10478.4296875,10562.8095703125,10458.5703125,10541.669921875,58957400,0.0,0.0
2019-12-17 00:00:00+01:00,10515.25,10544.4501953125,10498.9697265625,10538.8896484375,74978200,0.0,0.0
2019-12-18 00:00:00+01:00,10541.259765625,10638.2001953125,10539.0,10556.740234375,62183900,0.0,0.0
2019-12-19 00:00:00+01:00,10556.7998046875,10577.41015625,10522.400390625,10575.150390625,53841500,0.0,0.0
2019-12-20 00:00:00+01:00,10628.830078125,10679.3701171875,10610.8203125,10679.3701171875,106983500,0.0,0.0
2019-12-23 00:00:00+01:00,10679.91015625,10734.08984375,10678.26953125,10724.33984375,36605900,0.0,0.0
2019-12-27 00:00:00+01:00,10738.650390625,10755.6796875,10708.400390625,10730.150390625,29985300,0.0,0.0
2019-12-30 00:00:00+01:00,10734.4697265625,10736.349609375,10613.1201171875,10616.9404296875,32983300,0.0,0.0
2020-01-03 00:00:00+01:00,10585.2900390625,10700.8603515625,10580.919921875,10699.8203125,55983600,0.0,0.0
2020-01-06 00:00:00+01:00,10652.7802734375,10675.6201171875,10548.48046875,10665.41015625,51779100,0.0,0.0
2020-01-07 00:00:00+01:00,10714.23046875,10747.1904296875,10655.2900390625,10686.7998046875,65947700,0.0,0.0
2020-01-08 00:00:00+01:00,10628.08984375,10681.400390625,10616.6298828125,10652.16015625,59629500,0.0,0.0
2020-01-09 00:00:00+01:00,10721.8701171875,10744.919921875,10645.8203125,10650.9697265625,53942900,0.0,0.0
2020-01-10 00:00:00+01:00,10678.41015625,10688.7001953125,10638.9404296875,10639.490234375,50655200,0.0,0.0
2020-01-13 00:00:00+01:00,10645.2998046875,10680.4697265625,10592.400390625,10622.41015625,48635900,0.0,0.0
2020-01-14 00:00:00+01:00,10616.6201171875,10655.8203125,10536.2802734375,10655.8203125,64275700,0.0,0.0
2020-01-15 00:00:00+01:00,10656.3095703125,10691.3701171875,10620.349609375,10670.740234375,59856300,0.0,0.0
2020-01-16 00:00:00+01:00,10687.2099609375,10693.51953125,10639.6298828125,10693.51953125,48681500,0.0,0.0
2020-01-17 00:00:00+01:00,10723.7001953125,10849.2900390625,10715.919921875,10841.8203125,71403400,0.0,0.0
2020-01-20 00:00:00+01:00,10844.1103515625,10867.16015625,10835.3095703125,10846.2900390625,44762500,0.0,0.0
2020-01-21 00:00:00+01:00,10825.919921875,10884.509765625,10767.5400390625,10884.509765625,87421800,0.0,0.0
2020-01-22 00:00:00+01:00,10907.16015625,10960.75,10893.2802734375,10895.0703125,67115300,0.0,0.0
2020-01-23 00:00:00+01:00,10889.0595703125,10905.4296875,10798.6201171875,10813.9404296875,62666500,0.0,0.0
2020-01-24 00:00:00+01:00,10865.9599609375,10913.2001953125,10845.6904296875,10849.75,56103300,0.0,0.0
2020-01-27 00:00:00+01:00,10762.6201171875,10780.919921875,10639.75,10675.9599609375,70880100,0.0,0.0
2020-01-28 00:00:00+01:00,10729.66015625,10789.169921875,10662.0703125,10781.98046875,61402100,0.0,0.0
2020-01-29 00:00:00+01:00,10795.4599609375,10880.4404296875,10772.6298828125,10859.8798828125,54346500,0.0,0.0
2020-01-30 00:00:00+01:00,10805.490234375,10812.6396484375,10716.490234375,10748.919921875,65632500,0.0,0.0
2020-01-31 00:00:00+01:00,10814.2802734375,10815.6201171875,10616.8095703125,10627.8798828125,70815000,0.0,0.0
2020-02-03 00:00:00+01:00,10650.01953125,10694.759765625,10598.1201171875,10664.9501953125,51976700,0.0,0.0
2020-02-04 00:00:00+01:00,10707.4404296875,10800.6396484375,10693.3203125,10800.6396484375,59234000,0.0,0.0
2020-02-05 00:00:00+01:00,10789.7197265625,11006.7197265625,10781.5703125,10994.150390625,84395500,0.0,0.0
2020-02-06 00:00:00+01:00,11040.169921875,11061.1796875,10979.8203125,11012.3603515625,62980000,0.0,0.0
2020-02-07 00:00:00+01:00,10995.650390625,11015.6103515625,10958.4501953125,11001.5302734375,83740300,0.0,0.0
2020-02-10 00:00:00+01:00,10968.1396484375,11039.7802734375,10963.51953125,11039.7802734375,51327200,0.0,0.0
2020-02-11 00:00:00+01:00,11079.7802734375,11114.3896484375,11071.5703125,11101.169921875,57263500,0.0,0.0
